words,links,capital_words,spam_word_count,is_spam
784,4,19,9,1
245,0,2,3,0
472,9,20,1,1
63,2,5,2,0
159,6,19,7,1
204,0,3,1,0
990,3,24,7,1
48,3,2,0,0
744,6,2,3,1
778,4,28,6,1
156,2,3,2,0
149,3,30,2,1
65,7,15,6,1
912,2,3,5,1
236,2,1,2,0
42,2,1,0,0
300,1,4,1,0
943,7,30,4,1
232,1,2,1,0
140,8,26,8,1
943,10,7,7,1
195,3,17,6,1
121,0,0,2,0
124,0,28,7,1
281,2,7,2,0
186,2,2,2,0
131,8,10,3,1
219,0,2,1,0
110,1,2,0,0
894,4,11,2,1
222,1,2,0,0
159,2,3,0,0
112,2,5,0,0
285,2,3,1,0
882,0,0,9,1
302,2,1,0,0
542,2,22,3,1
120,2,21,3,1
122,8,12,8,1
85,4,16,10,1
277,1,1,0,0
139,5,3,2,0
299,0,8,0,0
195,2,28,3,1
172,0,1,2,0
438,4,1,0,0
400,10,27,10,1
137,3,3,2,0
440,1,3,2,0
43,2,1,1,0
232,6,29,9,1
190,3,2,4,0
337,3,9,7,1
429,7,26,10,1
739,3,5,1,1
208,2,15,0,1
197,5,0,5,0
254,1,2,2,0
177,2,13,8,1
286,0,3,2,0
414,4,13,10,1
56,0,8,1,0
951,8,8,6,1
184,8,2,6,1
29,0,1,2,0
198,7,22,8,1
324,0,8,3,0
279,2,3,5,1
334,5,5,9,1
895,4,22,2,1
138,6,13,5,1
149,3,25,6,1
283,0,2,2,0
583,4,19,4,1
295,1,2,5,0
171,1,7,0,0
115,2,6,0,1
88,1,25,10,1
142,8,16,1,1
739,5,5,5,1
128,2,3,1,0
579,9,17,7,1
208,7,15,10,1
489,2,26,8,1
112,2,6,0,0
25,4,0,5,0
420,3,20,1,1
188,9,12,6,1
134,1,1,3,0
62,2,27,8,1
487,5,6,3,1
32,2,3,2,0
108,0,1,6,0
248,10,3,3,1
404,1,2,6,0
156,2,1,0,0
361,3,14,10,1
836,1,0,7,1
270,0,1,1,0
184,2,0,2,0
419,2,10,3,1
145,1,3,2,0
88,5,3,5,0
646,4,25,9,1
326,8,11,4,1
793,3,20,3,1
329,1,2,1,0
137,4,3,0,0
143,4,0,8,1
231,1,20,5,1
663,6,22,9,1
246,0,1,2,0
447,1,8,2,0
771,0,12,8,1
275,0,0,3,0
101,0,1,6,0
250,10,29,5,1
128,2,1,3,1
220,1,0,0,0
278,0,1,4,0
255,2,3,2,0
202,1,5,3,0
177,10,11,7,1
411,1,3,2,0
114,4,2,1,0
226,1,6,2,0
873,0,17,8,1
593,5,3,10,1
614,9,21,4,1
311,1,8,5,1
106,0,2,1,0
215,1,1,0,0
118,1,3,0,0
135,3,23,9,1
30,0,0,2,0
258,5,9,2,0
228,1,1,1,0
791,3,22,7,1
451,1,29,10,1
332,10,13,1,1
757,9,12,7,1
64,0,2,0,0
161,1,3,1,0
254,8,5,5,1
917,6,2,3,1
849,2,10,5,1
149,1,0,1,0
469,7,2,10,1
983,2,11,0,1
452,10,3,4,1
78,6,21,3,1
794,4,1,0,1
22,5,1,0,0
45,0,1,2,0
102,2,0,2,0
416,3,5,8,1
114,0,8,1,0
900,9,6,6,1
57,5,12,7,1
140,1,5,4,0
214,0,7,1,0
726,2,22,4,1
145,1,2,0,0
268,0,0,0,0
200,0,6,10,1
217,8,24,2,1
81,10,0,8,1
474,1,2,2,0
193,1,1,1,0
288,2,2,2,0
513,5,21,8,1
281,1,3,0,0
357,6,15,7,1
599,2,18,9,1
453,1,0,1,0
212,0,0,2,0
252,0,0,1,0
350,7,22,7,1
395,5,3,10,1
293,2,6,0,0
245,2,1,2,0
249,7,10,9,1
50,0,3,4,1
294,1,2,1,0
893,1,26,8,1
132,3,23,3,1
163,0,10,2,0
45,1,1,1,0
797,8,20,6,1
435,0,1,2,0
167,0,8,1,0
206,0,0,4,0
48,0,1,5,0
281,2,1,1,0
892,7,3,4,1
178,1,2,2,0
92,6,11,10,1
538,3,20,5,1
535,3,11,3,1
23,0,1,5,0
85,0,2,1,0
142,1,21,0,1
56,3,1,5,1
909,9,12,7,1
272,1,2,1,0
616,3,8,7,1
657,1,17,3,1
211,1,2,2,0
235,0,1,3,0
256,2,3,1,0
283,4,2,2,0
75,0,2,1,0
317,3,24,3,1
174,2,2,3,0
930,4,13,3,1
357,9,16,1,1
24,4,0,5,0
167,5,3,4,0
32,0,4,2,0
458,1,3,9,1
124,2,3,1,0
313,10,28,10,1
80,3,1,0,0
613,2,13,5,1
87,0,3,1,0
844,10,8,1,1
878,5,4,5,1
251,1,1,0,0
318,7,26,5,1
395,4,6,10,1
25,0,2,0,0
156,3,11,6,1
540,7,28,10,1
308,4,1,1,1
262,2,0,0,0
638,5,22,3,1
945,2,9,1,1
109,3,2,0,1
733,3,0,5,1
134,4,29,7,1
302,9,22,8,1
51,2,4,2,0
255,8,21,9,1
219,0,0,0,0
171,1,3,1,0
558,0,10,5,1
68,2,3,2,0
75,0,0,2,0
749,8,26,9,1
345,0,1,1,0
163,1,0,1,0
204,2,2,2,0
35,2,3,0,0
951,9,2,4,1
82,1,3,2,0
199,4,24,8,1
626,7,4,4,1
225,2,27,10,1
261,1,3,0,0
115,6,4,3,1
317,0,5,0,0
963,5,24,1,1
290,0,0,2,0
753,1,5,3,1
503,5,20,6,1
280,0,7,0,0
475,0,0,2,0
239,2,0,0,0
138,0,4,1,0
959,5,21,5,1
60,0,0,0,0
103,0,1,0,0
528,7,5,8,1
703,9,27,3,1
172,0,0,3,0
602,10,16,6,1
239,4,5,2,1
46,1,2,0,0
183,5,24,9,1
293,1,2,1,0
196,0,3,4,0
472,2,1,2,0
68,1,1,1,0
75,3,7,6,1
439,5,7,7,1
961,7,1,4,1
21,2,3,1,0
196,1,1,2,0
257,2,0,1,0
44,0,3,4,0
121,10,23,7,1
294,2,3,0,0
144,0,2,2,0
23,3,0,1,0
113,6,18,3,1
193,0,0,2,0
151,4,0,6,1
220,2,1,1,0
162,5,23,8,1
290,0,3,6,0
495,10,30,10,1
151,4,10,1,0
151,3,11,4,1
107,4,18,8,1
272,1,1,2,0
161,5,27,6,1
182,2,26,10,1
252,10,17,9,1
305,2,6,10,1
371,0,4,6,1
69,7,27,6,1
178,0,1,0,0
112,7,6,5,1
281,1,2,0,0
543,10,9,8,1
138,9,5,9,1
832,8,2,10,1
129,0,3,6,0
957,3,19,8,1
48,2,0,5,0
707,9,17,8,1
937,4,8,4,1
679,7,14,7,1
250,10,0,4,1
224,5,3,1,0
244,3,1,2,0
394,9,3,8,1
458,7,16,8,1
479,1,0,1,0
331,3,1,5,1
186,5,5,9,1
183,2,0,5,0
96,2,0,0,0
275,9,3,5,1
245,4,8,1,0
148,2,7,1,0
290,0,9,3,0
196,4,2,3,0
135,0,3,0,1
386,0,0,1,0
865,2,27,7,1
72,2,1,2,0
143,10,28,8,1
220,2,0,1,0
720,5,12,2,1
767,5,4,6,1
150,5,3,2,0
53,0,1,1,0
122,9,5,9,1
725,8,3,9,1
169,8,25,9,1
777,5,0,7,1
62,2,2,0,0
229,3,24,6,1
134,9,11,1,1
283,2,0,3,0
286,1,10,2,0
178,2,1,2,0
814,0,7,9,1
243,1,3,2,0
850,6,22,10,1
123,10,9,4,1
150,0,3,2,0
188,1,3,2,0
735,7,16,2,1
151,2,9,9,1
796,3,25,2,1
350,6,3,5,1
60,0,9,4,0
66,0,1,2,0
115,10,29,8,1
172,0,0,6,0
175,5,6,9,1
287,5,14,10,1
807,7,3,7,1
559,10,21,10,1
710,8,12,9,1
111,1,1,1,0
321,9,11,6,1
351,2,23,0,1
141,9,5,1,1
193,10,7,4,1
255,10,7,10,1
503,10,13,3,1
77,3,3,2,0
440,10,5,7,1
100,5,3,2,0
216,1,1,2,0
190,4,5,3,1
259,0,1,6,0
314,7,24,2,1
295,2,1,1,0
665,9,15,8,1
913,8,3,8,1
473,10,11,4,1
168,9,22,0,1
283,0,2,1,0
533,1,30,5,1
363,5,11,5,1
467,8,1,8,1
188,2,24,8,1
72,1,1,2,0
256,4,3,8,1
88,1,5,1,0
97,1,2,0,0
169,1,2,6,0
209,1,2,2,0
74,1,1,0,0
269,1,3,3,0
82,5,21,0,1
460,5,19,4,1
304,3,25,8,1
335,2,1,10,1
164,10,12,9,1
280,2,2,2,0
49,2,3,2,0
80,0,2,2,0
281,0,30,4,1
335,8,20,1,1
220,9,24,2,1
892,7,24,8,1
210,5,2,1,0
200,2,2,5,0
95,1,3,1,0
888,2,8,5,1
188,6,19,7,1
216,2,0,0,0
217,2,3,2,0
631,6,22,0,1
951,6,21,10,1
744,10,3,7,1
675,9,26,2,1
134,9,2,6,1
891,3,18,4,1
624,9,11,9,1
56,10,7,4,1
121,10,30,5,1
341,4,27,3,1
81,10,24,4,1
390,6,23,3,1
694,5,11,1,1
612,8,28,9,1
94,1,3,0,0
118,7,24,7,1
614,0,16,5,1
203,2,2,0,0
207,0,0,2,0
354,2,2,1,0
434,8,20,9,1
258,0,2,2,0
30,4,1,1,0
574,7,0,10,1
448,2,10,4,0
601,5,14,0,1
343,5,0,4,1
227,2,4,1,0
58,3,1,10,1
612,10,20,4,1
849,2,8,1,1
58,2,1,0,0
51,7,9,9,1
818,6,7,0,1
140,2,20,3,1
809,2,28,6,1
273,0,0,2,0
140,10,18,9,1
118,9,10,5,1
720,5,9,3,1
61,4,17,3,1
839,2,7,9,1
680,4,8,0,1
92,1,7,0,0
802,10,30,8,1
195,2,1,1,0
68,2,2,0,0
888,2,4,3,1
184,2,0,6,0
790,9,13,1,1
228,1,0,0,0
184,2,3,1,0
170,0,3,1,0
803,10,1,8,1
183,0,2,0,0
519,6,8,6,1
33,2,0,5,0
191,1,1,2,0
442,4,2,10,1
392,7,10,2,1
43,0,5,1,0
247,8,8,8,1
476,0,1,2,0
185,3,3,3,0
54,2,0,0,0
380,4,4,7,1
164,1,2,5,0
173,2,18,6,1
200,2,2,0,0
275,0,1,0,0
816,9,12,5,1
195,5,6,1,1
296,2,1,2,0
249,9,4,6,1
858,7,20,1,1
223,7,21,3,1
35,2,0,2,0
191,6,10,9,1
453,3,1,0,0
962,10,8,3,1
121,8,10,8,1
243,1,3,0,0
582,9,9,3,1
202,1,1,2,0
780,9,7,3,1
84,2,2,2,0
162,7,30,10,1
454,4,15,2,1
558,3,5,0,1
610,8,18,3,1
279,0,1,0,0
948,5,26,1,1
164,3,0,2,0
147,0,3,2,0
300,1,3,0,0
427,2,2,1,0
190,3,3,2,0
474,9,19,7,1
665,3,4,10,1
112,3,13,7,1
107,2,0,2,0
396,4,16,4,1
935,9,8,3,1
26,0,0,0,0
23,0,1,6,0
928,6,10,9,1
514,9,7,7,1
179,9,29,3,1
146,3,11,4,1
764,3,13,3,1
554,5,7,6,1
871,8,5,4,1
230,1,2,2,0
159,2,6,8,1
268,2,1,1,0
691,7,26,10,1
82,2,3,2,0
849,1,10,0,1
715,8,14,7,1
269,0,1,2,0
432,9,14,3,1
195,4,3,8,1
751,5,17,8,1
130,0,0,0,0
765,1,26,10,1
465,4,12,4,1
449,1,3,1,0
205,5,16,7,1
811,10,10,8,1
249,0,3,2,0
171,4,3,0,0
82,3,26,9,1
124,4,1,5,1
108,1,2,0,0
259,1,0,2,0
870,3,20,3,1
727,2,1,10,1
45,2,1,5,0
413,8,24,1,1
307,7,7,3,1
189,10,26,4,1
243,1,1,5,0
497,6,2,4,1
240,0,3,5,0
107,2,0,2,0
182,2,0,2,0
366,3,0,5,1
166,0,0,2,0
175,0,0,1,0
328,10,1,4,1
158,2,21,1,1
721,4,21,9,1
416,2,0,4,0
142,2,1,0,0
292,1,2,1,0
25,2,3,1,0
286,4,3,2,0
127,2,5,2,0
906,7,6,1,1
55,2,1,0,0
41,1,3,3,0
201,2,16,8,1
180,5,7,10,1
295,3,1,2,0
58,2,2,6,0
224,2,3,2,0
196,1,1,2,0
821,8,7,7,1
80,9,8,8,1
191,6,19,8,1
242,4,0,1,0
622,5,1,7,1
696,7,30,3,1
119,2,0,5,0
834,0,9,6,1
960,9,19,8,1
128,2,8,3,1
734,5,20,5,1
658,3,16,10,1
247,1,7,6,1
297,10,22,7,1
471,2,9,6,1
644,2,23,6,1
510,2,27,3,1
321,6,23,8,1
187,2,4,3,0
130,0,1,2,0
67,4,7,2,0
768,9,4,2,1
187,2,0,2,0
699,4,11,10,1
145,1,5,5,0
287,1,8,2,0
588,3,11,6,1
25,2,7,0,0
502,2,4,5,1
342,1,2,0,0
625,3,2,10,1
297,5,6,2,1
987,1,2,1,1
256,2,3,2,0
390,7,26,5,1
242,1,2,1,0
298,0,2,0,0
62,0,10,2,0
218,1,1,1,0
279,6,10,7,1
110,9,12,0,1
336,3,3,4,0
448,9,10,9,1
343,0,2,1,0
33,2,2,2,0
431,9,21,2,1
174,10,18,7,1
56,1,4,0,0
191,10,25,3,1
759,5,2,5,1
41,0,1,2,0
137,2,2,0,0
363,1,2,0,0
819,8,14,7,1
491,3,3,1,0
102,6,19,7,1
250,2,3,6,0
521,4,14,8,1
73,3,1,0,0
362,8,23,8,1
23,1,2,0,0
174,4,3,4,0
89,4,29,3,1
36,2,1,3,0
967,9,19,9,1
174,0,4,2,0
85,1,3,3,0
790,3,24,0,1
123,3,5,4,1
45,0,2,2,0
50,0,1,0,0
508,5,24,8,1
265,0,4,3,0
100,3,27,10,1
132,6,14,7,1
111,0,1,6,0
189,2,26,1,1
188,1,0,2,0
468,1,4,1,0
77,5,27,6,1
284,1,3,2,0
207,0,9,1,0
769,10,3,5,1
137,2,0,6,1
275,1,5,0,0
219,0,0,2,0
136,0,1,2,0
138,2,11,3,1
789,0,14,0,1
133,0,20,6,1
263,2,3,0,0
567,1,16,4,1
102,2,5,10,1
57,1,10,2,0
257,3,1,1,0
197,7,0,10,1
715,9,28,5,1
84,3,7,2,0
662,5,6,7,1
274,1,2,2,0
276,1,7,2,0
183,2,0,1,0
94,1,2,0,0
130,2,1,6,0
115,0,3,0,0
211,1,2,0,0
110,4,29,8,1
206,1,1,2,0
213,0,0,2,0
374,3,17,3,1
381,3,24,3,1
211,1,0,0,0
133,1,2,2,0
74,0,2,0,0
487,0,2,1,0
517,2,18,10,1
318,3,2,7,1
88,2,27,7,1
803,0,16,5,1
202,0,2,0,0
880,8,24,10,1
33,1,3,1,0
198,1,3,0,0
239,1,8,1,0
167,2,0,2,0
131,1,2,4,0
134,4,15,7,1
39,0,0,2,0
208,7,14,10,1
264,0,0,2,0
268,0,2,2,0
388,7,1,8,1
476,8,18,9,1
42,1,2,2,0
211,1,0,2,0
534,3,6,0,1
163,5,0,1,0
395,1,3,4,0
470,3,22,10,1
992,1,18,1,1
149,1,7,2,0
777,3,28,3,1
635,7,23,1,1
125,2,2,2,0
782,6,6,8,1
102,4,27,10,1
106,1,3,0,0
116,9,28,9,1
39,1,0,0,0
247,2,4,1,0
50,10,0,4,1
665,7,29,10,1
155,2,17,5,1
44,0,0,6,0
217,2,1,1,0
55,4,10,10,1
172,2,0,1,0
192,3,9,9,1
387,1,3,0,0
736,3,3,9,1
213,2,9,1,0
610,4,25,3,1
216,0,2,2,0
203,7,28,3,1
63,2,17,0,1
839,1,27,10,1
414,1,1,0,0
73,5,0,3,1
380,2,5,2,0
308,1,3,6,0
249,0,3,2,0
632,5,29,5,1
498,8,17,10,1
902,7,9,1,1
477,10,15,8,1
259,8,21,9,1
55,3,2,10,1
73,2,2,0,0
814,7,7,7,1
159,5,0,2,0
835,8,6,8,1
107,1,1,0,0
275,0,9,1,0
274,1,1,0,0
38,0,0,2,0
125,0,0,0,0
150,4,16,0,1
633,1,19,2,1
256,2,8,10,1
287,2,4,0,0
45,0,0,5,0
136,0,1,2,0
739,6,30,6,1
257,1,10,1,0
816,0,20,7,1
533,2,5,4,1
496,1,0,0,0
469,0,10,3,1
269,2,3,2,0
340,0,2,2,0
260,8,5,4,1
83,0,3,2,0
142,9,3,5,1
138,0,3,2,0
73,2,4,1,0
227,3,1,1,0
230,0,2,5,0
170,6,25,1,1
154,2,23,9,1
270,2,2,4,0
31,0,3,2,0
174,4,7,2,0
255,2,0,0,0
269,1,8,0,0
82,2,0,1,0
938,6,0,9,1
521,1,5,9,1
130,3,3,1,0
115,1,5,0,0
263,0,2,2,0
184,2,4,1,0
638,10,20,2,1
435,9,6,5,1
208,3,19,8,1
80,2,3,0,0
182,1,1,1,0
144,2,3,1,0
29,2,3,5,0
121,7,29,3,1
429,2,2,1,0
118,2,6,8,1
707,3,23,8,1
219,2,7,1,0
545,5,23,10,1
161,6,16,4,1
236,1,0,2,0
665,8,6,5,1
82,4,5,3,1
438,1,1,1,0
197,2,3,1,0
50,4,1,1,0
291,9,22,6,1
160,9,20,0,1
159,0,0,0,0
80,4,19,6,1
190,9,22,8,1
148,2,3,2,0
101,0,9,2,0
165,1,2,1,0
794,2,11,9,1
134,4,3,1,0
868,7,5,7,1
160,1,1,2,0
212,4,3,0,0
240,0,2,0,0
717,1,2,2,1
215,0,0,0,0
188,2,2,1,0
941,9,8,0,1
32,2,1,4,0
192,10,23,6,1
117,2,29,9,1
403,3,4,4,1
485,1,0,2,0
193,4,1,2,0
61,0,10,3,0
81,1,3,1,0
223,0,0,2,0
813,9,11,0,1
260,1,0,2,0
47,5,0,0,0
468,0,0,0,0
125,3,26,2,1
695,8,5,3,1
296,1,0,1,0
182,1,0,0,0
808,5,4,4,1
119,0,3,1,0
56,4,30,8,1
282,1,0,0,0
283,8,30,1,1
261,10,27,6,1
629,7,29,10,1
29,1,1,1,0
791,8,19,8,1
276,5,27,2,1
195,10,25,3,1
984,4,17,9,1
708,3,7,8,1
804,10,15,3,1
228,2,8,0,0
71,5,2,1,0
849,0,30,2,1
909,1,25,4,1
261,2,0,2,0
261,6,5,5,1
146,0,2,0,0
430,8,16,3,1
672,5,23,4,1
60,2,3,2,0
244,2,2,4,0
286,2,1,2,0
203,0,10,2,0
210,3,2,2,0
246,9,19,3,1
226,1,10,1,0
233,5,1,2,0
143,5,26,4,1
445,0,3,2,0
925,6,5,10,1
555,2,17,3,1
247,0,1,2,0
263,2,1,1,0
255,4,1,4,0
107,2,3,2,0
82,7,28,9,1
442,0,23,5,1
885,1,25,4,1
97,4,15,10,1
617,2,14,6,1
188,1,7,0,0
97,8,9,4,1
623,3,7,2,1
301,10,30,3,1
470,3,5,5,1
132,0,10,0,0
124,2,0,2,0
39,0,0,0,0
40,1,10,3,0
252,2,1,1,0
294,0,2,5,0
275,2,0,2,0
344,1,0,0,0
239,1,3,6,0
226,0,3,0,0
88,4,2,2,0
204,2,3,0,0
900,2,2,1,1
241,1,10,1,0
872,10,17,8,1
926,0,20,8,1
929,7,19,1,1
118,4,6,10,1
579,3,7,10,1
197,9,6,3,1
242,0,5,1,0
232,10,26,3,1
71,1,24,9,1
629,4,8,3,1
763,6,1,3,1
529,5,9,7,1
230,2,3,1,0
957,1,10,3,1
429,2,1,2,0
88,7,24,7,1
189,0,2,0,0
892,5,6,5,1
830,9,23,10,1
192,9,5,10,1
201,2,9,2,0
140,2,0,1,0
688,9,28,9,1
810,6,15,4,1
448,2,11,0,1
284,2,3,4,0
137,2,30,10,1
163,2,0,0,0
56,9,3,3,1
565,10,14,10,1
710,2,6,7,1
113,3,3,1,0
712,7,23,10,1
487,5,3,2,0
152,1,3,2,0
153,8,24,5,1
178,1,1,1,0
188,3,5,4,1
165,1,1,1,0
211,10,8,5,1
709,4,0,3,1
656,7,29,5,1
426,1,3,1,0
64,5,9,2,1
163,1,1,3,0
118,1,3,0,0
157,2,0,0,0
142,0,2,0,0
118,2,3,0,0
234,2,5,1,0
65,0,4,2,0
213,0,0,4,0
347,9,8,0,1
273,0,1,2,0
379,2,11,8,1
149,2,8,0,0
168,4,13,2,1
219,4,0,2,0
56,0,0,5,0
167,3,4,4,1
250,5,5,2,0
806,7,19,3,1
153,1,1,1,0
200,2,1,2,0
785,5,17,4,1
721,5,19,1,1
259,3,3,2,0
119,1,11,5,1
176,5,4,4,1
273,2,3,1,0
60,3,1,9,1
88,2,2,0,0
260,2,7,1,0
109,2,5,2,1
281,1,2,1,0
256,0,1,1,0
121,3,3,5,1
743,6,7,0,1
882,1,18,9,1
454,2,3,5,0
554,0,28,10,1
161,4,4,1,1
297,4,21,7,1
288,3,1,1,0
46,1,0,2,0
262,1,2,0,0
428,1,0,1,0
456,7,24,9,1
230,3,14,7,1
108,1,4,0,0
145,1,3,0,0
151,1,3,6,0
183,2,9,0,0
153,1,8,2,0
97,2,1,1,0
270,2,3,1,0
893,2,12,9,1
237,0,3,2,0
705,9,23,9,1
105,7,21,3,1
120,0,17,6,1
78,3,3,9,1
832,1,5,3,1
192,0,17,7,1
111,2,7,3,1
139,8,2,0,1
125,5,8,3,1
616,4,30,5,1
545,10,7,0,1
50,10,4,6,1
966,10,20,10,1
119,5,1,6,0
473,4,12,9,1
820,10,5,9,1
180,2,5,8,1
379,3,14,10,1
519,4,0,4,1
333,10,7,10,1
131,0,2,0,0
613,6,5,9,1
184,2,10,2,0
714,10,19,3,1
611,4,22,4,1
422,5,23,7,1
198,2,0,0,0
127,4,3,1,0
299,5,27,10,1
223,2,1,2,0
975,5,27,5,1
231,9,22,5,1
54,2,3,2,0
37,2,2,0,0
495,6,4,9,1
125,1,0,0,0
360,2,27,8,1
220,4,3,1,0
33,2,1,1,0
736,2,25,5,1
106,10,11,10,1
785,4,22,6,1
645,2,9,3,1
136,0,6,2,0
637,8,26,10,1
353,2,7,5,1
290,1,0,0,0
200,0,0,2,0
214,2,0,0,0
458,2,2,2,0
72,7,7,1,1
92,4,5,2,0
328,10,30,10,1
71,0,0,2,0
96,1,0,2,0
614,4,28,0,1
122,2,3,2,0
62,2,10,1,0
352,5,23,4,1
81,1,1,2,0
33,1,2,2,0
532,4,26,3,1
228,1,0,2,0
302,2,2,2,0
241,1,5,1,0
143,8,30,6,1
196,10,1,8,1
152,0,10,2,0
214,2,3,0,0
727,8,11,8,1
250,2,8,1,0
103,1,2,1,0
231,2,0,2,0
